number,title,state,created_at,updated_at,closed_at,merged_at,user,labels,label_names,label_count,has_labels,body_length,is_draft,month
6917,UI improvements,closed,2025-02-24 16:11:33+00:00,2025-02-24 16:14:50+00:00,2025-02-24 16:11:47+00:00,,rlamana,[],['[NO LABEL]'],0,False,187,False,2025-02
6916,fix: Send C-c to terminate background processes when stop button is clicked,closed,2025-02-24 15:54:14+00:00,2025-09-04 12:37:18+00:00,2025-02-26 13:56:08+00:00,,neubig,[],['[NO LABEL]'],0,False,827,True,2025-02
6915,Release 0.26.0,closed,2025-02-24 14:56:15+00:00,2025-02-24 20:34:38+00:00,2025-02-24 20:34:34+00:00,2025-02-24 20:34:34+00:00,mamoodi,[],['[NO LABEL]'],0,False,815,False,2025-02
6914,Small rename to long term memory,closed,2025-02-24 14:55:44+00:00,2025-02-24 15:35:20+00:00,2025-02-24 15:35:17+00:00,2025-02-24 15:35:17+00:00,enyst,[],['[NO LABEL]'],0,False,856,False,2025-02
6913,Use response_id to track token usage for MessageActions,closed,2025-02-24 13:05:42+00:00,2025-03-26 20:07:03+00:00,2025-03-26 20:07:01+00:00,2025-03-26 20:07:01+00:00,enyst,[],['[NO LABEL]'],0,False,2146,False,2025-02
6912,chore(deps): bump the version-all group across 1 directory with 6 updates,closed,2025-02-24 12:38:52+00:00,2025-02-25 15:07:03+00:00,2025-02-25 15:07:01+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,22831,False,2025-02
6909,Add RecallObservations for retrieval of prompt extensions,closed,2025-02-24 02:31:31+00:00,2025-03-16 08:43:44+00:00,2025-03-15 20:48:38+00:00,2025-03-15 20:48:37+00:00,enyst,"[{'name': 'microagents', 'color': 'A82F97', 'description': 'Related to microagents'}]",['microagents'],1,True,2388,False,2025-02
6908,Fix mypy errors in security/invariant directory,closed,2025-02-24 01:21:46+00:00,2025-02-24 15:00:46+00:00,2025-02-24 15:00:43+00:00,2025-02-24 15:00:43+00:00,neubig,[],['[NO LABEL]'],0,False,753,False,2025-02
6906,fix: Add dos2unix and file commands for Windows compatibility,closed,2025-02-23 22:50:45+00:00,2025-06-02 10:56:33+00:00,2025-04-08 02:05:13+00:00,,RyosukeTanaka,"[{'name': 'Stale', 'color': 'ededed', 'description': 'Inactive for 40 days'}]",['Stale'],1,True,595,True,2025-02
6904,fix: Fix race conditions in EventStream subscriber management,closed,2025-02-23 21:58:35+00:00,2025-02-24 17:05:23+00:00,2025-02-24 17:04:07+00:00,,malhotra5,[],['[NO LABEL]'],0,False,2177,True,2025-02
6902,Fix mypy errors in runtime/utils directory,closed,2025-02-23 18:17:02+00:00,2025-07-04 03:22:35+00:00,2025-03-25 15:00:03+00:00,2025-03-25 15:00:03+00:00,neubig,[],['[NO LABEL]'],0,False,782,False,2025-02
6901,Fix mypy errors in core directory,closed,2025-02-23 16:28:53+00:00,2025-02-24 15:01:00+00:00,2025-02-24 15:00:57+00:00,2025-02-24 15:00:57+00:00,neubig,[],['[NO LABEL]'],0,False,665,False,2025-02
6900,Fix/mypy routes,closed,2025-02-23 15:23:30+00:00,2025-03-04 03:43:10+00:00,2025-03-04 03:43:09+00:00,2025-03-04 03:43:09+00:00,neubig,[],['[NO LABEL]'],0,False,804,False,2025-02
6899,[WIP] Hard code sysbox runc,closed,2025-02-23 14:33:33+00:00,2025-09-04 12:37:19+00:00,2025-03-03 22:23:55+00:00,,neubig,[],['[NO LABEL]'],0,False,854,True,2025-02
6898,Display session ID in CLI mode,closed,2025-02-23 09:39:21+00:00,2025-02-24 02:18:30+00:00,2025-02-24 02:18:28+00:00,2025-02-24 02:18:28+00:00,enyst,"[{'name': 'lint-fix', 'color': '0233D8', 'description': 'Attempts to fix lint issues on the PR'}]",['lint-fix'],1,True,548,False,2025-02
6897,Fix file descriptor leak,closed,2025-02-23 09:11:03+00:00,2025-02-24 15:35:13+00:00,2025-02-24 15:35:10+00:00,2025-02-24 15:35:10+00:00,tofarr,[],['[NO LABEL]'],0,False,1263,False,2025-02
6895,Add regression tests,closed,2025-02-23 01:22:08+00:00,2025-03-18 16:48:53+00:00,2025-03-18 16:48:53+00:00,,rbren,[],['[NO LABEL]'],0,False,1559,True,2025-02
6891,add add_agent.md,closed,2025-02-22 21:42:53+00:00,2025-02-27 20:51:09+00:00,2025-02-27 20:51:09+00:00,2025-02-27 20:51:09+00:00,jaybutera,[],['[NO LABEL]'],0,False,919,False,2025-02
6888,Keep the first user message by default in condensers,closed,2025-02-22 16:52:15+00:00,2025-02-24 14:58:22+00:00,2025-02-23 16:20:31+00:00,2025-02-23 16:20:31+00:00,enyst,[],['[NO LABEL]'],0,False,1238,False,2025-02
6887,"Revert ""Fix: File Descriptor leak""",closed,2025-02-22 10:47:07+00:00,2025-02-22 11:21:03+00:00,2025-02-22 11:21:02+00:00,2025-02-22 11:21:02+00:00,enyst,[],['[NO LABEL]'],0,False,1555,False,2025-02
6886,Fix for regression where conversations are not clickable,closed,2025-02-22 08:58:05+00:00,2025-02-22 13:19:20+00:00,2025-02-22 13:19:18+00:00,2025-02-22 13:19:18+00:00,tofarr,[],['[NO LABEL]'],0,False,951,False,2025-02
6885,Add pause_closed_runtimes config to pause instead of stop runtimes,closed,2025-02-21 20:07:55+00:00,2025-02-25 18:43:52+00:00,2025-02-25 18:43:51+00:00,2025-02-25 18:43:51+00:00,rbren,[],['[NO LABEL]'],0,False,835,False,2025-02
6883,Fix: File Descriptor leak,closed,2025-02-21 18:02:17+00:00,2025-02-21 21:48:02+00:00,2025-02-21 21:48:00+00:00,2025-02-21 21:48:00+00:00,tofarr,[],['[NO LABEL]'],0,False,1324,False,2025-02
6882,Add info logs for microagent loading and triggering,closed,2025-02-21 17:33:10+00:00,2025-02-21 20:07:55+00:00,2025-02-21 20:07:53+00:00,2025-02-21 20:07:53+00:00,rbren,[],['[NO LABEL]'],0,False,1020,False,2025-02
6881,hotfix: Fix switch color regression,closed,2025-02-21 16:48:25+00:00,2025-02-24 12:01:51+00:00,2025-02-24 12:01:48+00:00,2025-02-24 12:01:48+00:00,amanape,[],['[NO LABEL]'],0,False,964,False,2025-02
6880,Add contact link to runtime settings label,closed,2025-02-21 16:15:18+00:00,2025-03-04 20:49:54+00:00,2025-03-04 20:49:53+00:00,2025-03-04 20:49:53+00:00,rbren,[],['[NO LABEL]'],0,False,723,False,2025-02
6879,Test eval pipeline - no merge,closed,2025-02-21 16:02:39+00:00,2025-02-28 17:25:30+00:00,2025-02-28 17:25:26+00:00,,mamoodi,[],['[NO LABEL]'],0,False,775,True,2025-02
6878,chore(deps): bump the version-all group with 2 updates,closed,2025-02-21 15:20:38+00:00,2025-02-24 12:38:35+00:00,2025-02-24 12:38:33+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,8982,False,2025-02
6877,chore(deps): bump the version-all group across 1 directory with 16 updates,closed,2025-02-21 14:22:01+00:00,2025-02-24 20:40:16+00:00,2025-02-24 20:40:14+00:00,,dependabot[bot],"[{'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}, {'name': 'javascript', 'color': '168700', 'description': 'Pull requests that update Javascript code'}]","['dependencies', 'javascript']",2,True,65535,False,2025-02
6876,Replace shebang with /usr/bin/env bash for improved portability,closed,2025-02-21 13:56:59+00:00,2025-02-24 18:07:28+00:00,2025-02-24 18:07:28+00:00,2025-02-24 18:07:28+00:00,mateuszkwiatkowski,[],['[NO LABEL]'],0,False,417,False,2025-02
6875,Fix: Increase Entropy Requirement for Secret Redaction to Reduce False Positives,closed,2025-02-21 12:26:49+00:00,2025-02-22 08:44:30+00:00,2025-02-22 08:44:28+00:00,2025-02-22 08:44:28+00:00,tofarr,[],['[NO LABEL]'],0,False,1300,False,2025-02
6874,Fix jumpy conversation panel,closed,2025-02-21 10:48:40+00:00,2025-02-21 11:44:41+00:00,2025-02-21 11:44:38+00:00,2025-02-21 11:44:38+00:00,tofarr,[],['[NO LABEL]'],0,False,1331,False,2025-02
6870,chore(deps): bump the version-all group across 1 directory with 10 updates,closed,2025-02-21 05:00:04+00:00,2025-02-21 06:10:36+00:00,2025-02-21 06:10:35+00:00,2025-02-21 06:10:35+00:00,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,63940,False,2025-02
6868,(feat): Enable memory condensation from settings page,closed,2025-02-20 20:45:17+00:00,2025-02-21 17:15:31+00:00,2025-02-21 17:15:31+00:00,2025-02-21 17:15:31+00:00,csmith49,[],['[NO LABEL]'],0,False,932,False,2025-02
6867,feat: Add microagent knowledge integration to resolver workflow,closed,2025-02-20 19:20:20+00:00,2025-02-23 16:44:50+00:00,2025-02-23 16:44:50+00:00,,h55nick,[],['[NO LABEL]'],0,False,912,False,2025-02
6866,[Resolver]: Add Git LFS and clone depth support,closed,2025-02-20 17:45:26+00:00,2025-04-07 17:20:52+00:00,2025-04-07 17:20:52+00:00,,malhotra5,[],['[NO LABEL]'],0,False,875,True,2025-02
6865,Fix max_iterations not being enforced in headless mode,closed,2025-02-20 17:23:47+00:00,2025-09-04 12:37:20+00:00,2025-02-22 01:43:47+00:00,,neubig,[],['[NO LABEL]'],0,False,885,False,2025-02
6863,Daytona Runtime,closed,2025-02-20 17:00:08+00:00,2025-02-24 12:09:30+00:00,2025-02-24 12:09:30+00:00,2025-02-24 12:09:30+00:00,idagelic,[],['[NO LABEL]'],0,False,1486,False,2025-02
6862,Add process termination to stop button functionality,closed,2025-02-20 16:30:23+00:00,2025-09-04 12:37:21+00:00,2025-03-03 22:27:32+00:00,,neubig,[],['[NO LABEL]'],0,False,1108,True,2025-02
6861,[Bug]: Fix workflow definition for installation phase of resolver,closed,2025-02-20 16:04:55+00:00,2025-02-20 16:51:22+00:00,2025-02-20 16:40:24+00:00,2025-02-20 16:40:24+00:00,malhotra5,[],['[NO LABEL]'],0,False,1021,False,2025-02
6860,Fix: Simplify prompt caching for new Anthropic API,closed,2025-02-20 16:02:54+00:00,2025-02-20 22:38:57+00:00,2025-02-20 22:38:56+00:00,2025-02-20 22:38:56+00:00,enyst,[],['[NO LABEL]'],0,False,658,False,2025-02
6856,chore(deps): bump the version-all group with 10 updates,closed,2025-02-20 14:42:52+00:00,2025-02-21 04:59:34+00:00,2025-02-21 04:59:32+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,65910,False,2025-02
6855,chore(deps): bump the version-all group in /frontend with 15 updates,closed,2025-02-20 14:35:59+00:00,2025-02-21 14:21:12+00:00,2025-02-21 14:21:10+00:00,,dependabot[bot],"[{'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}, {'name': 'javascript', 'color': '168700', 'description': 'Pull requests that update Javascript code'}]","['dependencies', 'javascript']",2,True,65910,False,2025-02
6854,chore(frontend): Restyle toasts and replace all current instances with new one,closed,2025-02-20 13:52:46+00:00,2025-03-07 21:23:52+00:00,2025-03-07 21:23:51+00:00,2025-03-07 21:23:51+00:00,amanape,[],['[NO LABEL]'],0,False,618,False,2025-02
6853,Fix: Less squashed logo,closed,2025-02-20 13:36:07+00:00,2025-02-20 14:56:22+00:00,2025-02-20 14:56:20+00:00,2025-02-20 14:56:20+00:00,tofarr,[],['[NO LABEL]'],0,False,1149,False,2025-02
6852,Fix for issue Runtime Errors in Action Execution result in an Unrecoverable Conversation,closed,2025-02-20 13:04:11+00:00,2025-03-27 13:53:51+00:00,2025-03-27 13:53:48+00:00,,tofarr,[],['[NO LABEL]'],0,False,6564,True,2025-02
6851,chore(frontend): Remove latest conversation text in home screen,closed,2025-02-20 12:43:41+00:00,2025-02-21 11:45:54+00:00,2025-02-21 11:45:52+00:00,2025-02-21 11:45:51+00:00,amanape,[],['[NO LABEL]'],0,False,603,False,2025-02
6850,refactor : Improve frontend setup doc and locale error,closed,2025-02-20 12:30:26+00:00,2025-02-21 22:14:54+00:00,2025-02-21 22:14:45+00:00,2025-02-21 22:14:45+00:00,dai-dao,"[{'name': 'lint-fix', 'color': '0233D8', 'description': 'Attempts to fix lint issues on the PR'}]",['lint-fix'],1,True,572,False,2025-02
6846,fix: Send C-c to stop background process when stop button is clicked,closed,2025-02-20 02:34:07+00:00,2025-09-04 12:37:22+00:00,2025-02-27 15:46:42+00:00,,neubig,[],['[NO LABEL]'],0,False,1287,True,2025-02
6844,[Feat]: Adding endpoint for suggested tasks Openhands could tackle,closed,2025-02-19 22:36:09+00:00,2025-02-26 03:10:26+00:00,2025-02-26 03:10:24+00:00,2025-02-26 03:10:24+00:00,malhotra5,[],['[NO LABEL]'],0,False,3218,False,2025-02
6842,hotfix: Set proper minimum and maximum defaults that can be entered in billing input,closed,2025-02-19 19:46:08+00:00,2025-02-20 13:58:26+00:00,2025-02-20 13:58:23+00:00,2025-02-20 13:58:23+00:00,amanape,[],['[NO LABEL]'],0,False,763,False,2025-02
6841,hotfix: Remove external link in billing settings UI,closed,2025-02-19 19:41:09+00:00,2025-02-20 13:58:12+00:00,2025-02-20 13:58:09+00:00,2025-02-20 13:58:09+00:00,amanape,[],['[NO LABEL]'],0,False,838,False,2025-02
6840,Create endpoint for resetting settings,closed,2025-02-19 19:10:05+00:00,2025-03-24 22:46:23+00:00,2025-03-24 20:54:24+00:00,,amanape,[],['[NO LABEL]'],0,False,932,False,2025-02
6838,[eval] Upgrade SWE-Bench to use official image and latest harness,closed,2025-02-19 16:37:40+00:00,2025-02-27 13:15:07+00:00,2025-02-27 13:15:05+00:00,2025-02-27 13:15:05+00:00,xingyaoww,[],['[NO LABEL]'],0,False,1107,False,2025-02
6837,fix: LLM summarization prompt handles user messages,closed,2025-02-19 16:35:11+00:00,2025-02-19 21:17:49+00:00,2025-02-19 21:17:49+00:00,2025-02-19 21:17:48+00:00,csmith49,[],['[NO LABEL]'],0,False,673,False,2025-02
6835,hotfix(frontend): Consistent buttons and their styles throughout the app,closed,2025-02-19 16:05:24+00:00,2025-02-26 19:43:59+00:00,2025-02-26 19:43:58+00:00,2025-02-26 19:43:58+00:00,amanape,[],['[NO LABEL]'],0,False,849,False,2025-02
6834,Update openhands-aci to 0.2.5,closed,2025-02-19 15:58:05+00:00,2025-02-19 16:27:15+00:00,2025-02-19 16:27:14+00:00,2025-02-19 16:27:14+00:00,ryanhoangt,[],['[NO LABEL]'],0,False,552,False,2025-02
6833,chore(frontend): Standardize custom colors used throughout the app,closed,2025-02-19 15:28:55+00:00,2025-02-20 16:13:51+00:00,2025-02-20 16:13:50+00:00,2025-02-20 16:13:50+00:00,amanape,[],['[NO LABEL]'],0,False,798,False,2025-02
6831,fix: handle PS1 metadata JSON escaping properly,closed,2025-02-19 14:15:59+00:00,2025-03-03 18:54:16+00:00,2025-03-03 18:42:27+00:00,,neubig,[],['[NO LABEL]'],0,False,442,True,2025-02
6829,Page Refresh now restarts agent loop if status is STOPPED or ERROR,closed,2025-02-19 13:46:35+00:00,2025-02-27 19:34:19+00:00,2025-02-27 19:34:17+00:00,2025-02-27 19:34:16+00:00,tofarr,[],['[NO LABEL]'],0,False,2054,False,2025-02
6828,Docs: Clarify config.toml usage in evaluation harness,closed,2025-02-19 13:07:20+00:00,2025-02-21 06:16:19+00:00,2025-02-21 06:16:18+00:00,2025-02-21 06:16:18+00:00,xingyaoww,[],['[NO LABEL]'],0,False,1688,False,2025-02
6827,fix: handle escaped quotes in PS1 metadata parsing,closed,2025-02-19 12:29:38+00:00,2025-09-04 12:37:22+00:00,2025-02-19 15:02:13+00:00,,neubig,[],['[NO LABEL]'],0,False,558,True,2025-02
6823,[Not finished][Do not review],closed,2025-02-19 09:24:16+00:00,2025-03-19 09:27:31+00:00,2025-03-19 09:27:30+00:00,,AutoLTX,[],['[NO LABEL]'],0,False,389,True,2025-02
6820,Add enable_history_truncation option to disable history truncation,closed,2025-02-19 07:34:22+00:00,2025-02-21 06:43:03+00:00,2025-02-21 06:43:03+00:00,2025-02-21 06:43:03+00:00,li-boxuan,[],['[NO LABEL]'],0,False,1294,False,2025-02
6819,"test: browsing agent utils test (generated by Tom, AI test code agent)",closed,2025-02-19 07:01:18+00:00,2025-03-04 14:39:48+00:00,2025-03-04 14:39:47+00:00,,tomfrombayesians,[],['[NO LABEL]'],0,False,1314,False,2025-02
6817,Fix `diskcache` breaking CI & eval intermittently,closed,2025-02-19 06:19:37+00:00,2025-02-19 10:20:44+00:00,2025-02-19 10:20:44+00:00,2025-02-19 10:20:44+00:00,ryanhoangt,[],['[NO LABEL]'],0,False,457,False,2025-02
6815,"Feat(agenthub): Add new agent, ProxyAgent to enable collaboration among multiple OpenHands instances",closed,2025-02-19 05:25:43+00:00,2025-08-04 02:14:01+00:00,2025-08-04 02:14:01+00:00,,f-miyake,"[{'name': 'Stale', 'color': 'ededed', 'description': 'Inactive for 40 days'}]",['Stale'],1,True,1621,False,2025-02
6814,forking,closed,2025-02-19 04:07:59+00:00,2025-02-19 04:17:58+00:00,2025-02-19 04:17:58+00:00,,Vk2k5,[],['[NO LABEL]'],0,False,0,False,2025-02
6812,Fix mypy errors in openhands/llm directory,closed,2025-02-19 02:42:40+00:00,2025-04-06 15:57:18+00:00,2025-04-06 15:57:18+00:00,,neubig,[],['[NO LABEL]'],0,False,659,True,2025-02
6811,Fix mypy errors in agenthub directory,closed,2025-02-19 02:39:29+00:00,2025-02-21 13:55:28+00:00,2025-02-21 13:55:27+00:00,2025-02-21 13:55:27+00:00,neubig,[],['[NO LABEL]'],0,False,761,False,2025-02
6810,Fix mypy errors in events directory,closed,2025-02-19 02:19:41+00:00,2025-03-25 06:31:00+00:00,2025-03-25 06:30:59+00:00,2025-03-25 06:30:59+00:00,neubig,[],['[NO LABEL]'],0,False,861,False,2025-02
6809,Fix mypy errors in storage directory,closed,2025-02-19 01:48:58+00:00,2025-02-19 10:52:50+00:00,2025-02-19 10:52:49+00:00,2025-02-19 10:52:49+00:00,neubig,[],['[NO LABEL]'],0,False,672,False,2025-02
6807,Add type annotations to server directory files,closed,2025-02-18 23:47:45+00:00,2025-09-04 12:37:24+00:00,2025-02-19 01:57:51+00:00,,neubig,[],['[NO LABEL]'],0,False,751,False,2025-02
6806,hotfix azure,closed,2025-02-18 23:13:11+00:00,2025-02-19 18:24:37+00:00,2025-02-19 18:24:35+00:00,2025-02-19 18:24:35+00:00,enyst,[],['[NO LABEL]'],0,False,1488,False,2025-02
6805,feat: better error logging for remote runtime,closed,2025-02-18 22:36:29+00:00,2025-02-19 17:54:36+00:00,2025-02-19 17:54:35+00:00,2025-02-19 17:54:35+00:00,xingyaoww,[],['[NO LABEL]'],0,False,763,False,2025-02
6803,[do not merge] debug,closed,2025-02-18 21:26:55+00:00,2025-02-18 22:05:43+00:00,2025-02-18 22:05:43+00:00,,xingyaoww,[],['[NO LABEL]'],0,False,763,True,2025-02
6802,hotfix: Change settings bg color again for consistency,closed,2025-02-18 19:46:29+00:00,2025-03-01 15:16:58+00:00,2025-02-19 18:04:51+00:00,,amanape,[],['[NO LABEL]'],0,False,793,False,2025-02
6795,fix: Avoid infinite loop with rolling condensers and history truncation,closed,2025-02-18 18:27:54+00:00,2025-02-19 14:45:34+00:00,2025-02-19 14:45:34+00:00,2025-02-19 14:45:34+00:00,csmith49,[],['[NO LABEL]'],0,False,1072,False,2025-02
6793,Final attempt of patch rel,closed,2025-02-18 16:29:30+00:00,2025-02-18 16:48:30+00:00,2025-02-18 16:48:27+00:00,,mamoodi,[],['[NO LABEL]'],0,False,763,True,2025-02
6792,fix(frontend): Hide modal when in settings page if first time,closed,2025-02-18 16:27:45+00:00,2025-02-18 17:29:01+00:00,2025-02-18 17:28:59+00:00,2025-02-18 17:28:59+00:00,amanape,[],['[NO LABEL]'],0,False,1064,False,2025-02
6791,hotfix: Conversation panel toggle should change color given state,closed,2025-02-18 15:59:36+00:00,2025-02-18 16:38:27+00:00,2025-02-18 16:38:26+00:00,2025-02-18 16:38:26+00:00,amanape,[],['[NO LABEL]'],0,False,556,False,2025-02
6790,[NO MERGE] Patch release,closed,2025-02-18 15:41:57+00:00,2025-03-07 13:48:31+00:00,2025-02-19 16:55:54+00:00,,rbren,[],['[NO LABEL]'],0,False,763,False,2025-02
6789,Patch rel241,closed,2025-02-18 15:41:52+00:00,2025-02-18 16:24:21+00:00,2025-02-18 16:24:19+00:00,,mamoodi,[],['[NO LABEL]'],0,False,763,False,2025-02
6788,hotfix(frontend): Input set/unset state and disable runtime input,closed,2025-02-18 15:25:33+00:00,2025-02-18 16:01:42+00:00,2025-02-18 16:01:40+00:00,2025-02-18 16:01:40+00:00,amanape,[],['[NO LABEL]'],0,False,1062,False,2025-02
6787,[agent] System message update,closed,2025-02-18 15:23:08+00:00,2025-02-27 02:06:02+00:00,2025-02-27 02:06:01+00:00,2025-02-27 02:06:01+00:00,xingyaoww,[],['[NO LABEL]'],0,False,950,False,2025-02
6786,hotfix: Consistent background color,closed,2025-02-18 15:02:52+00:00,2025-02-18 15:38:03+00:00,2025-02-18 15:38:01+00:00,2025-02-18 15:38:01+00:00,amanape,[],['[NO LABEL]'],0,False,763,False,2025-02
6785,chore(deps-dev): bump llama-index from 0.12.17 to 0.12.19 in the llama group across 1 directory,closed,2025-02-18 14:59:21+00:00,2025-02-18 18:00:10+00:00,2025-02-18 18:00:08+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,8484,False,2025-02
6784,Patch release,closed,2025-02-18 14:54:59+00:00,2025-02-18 16:04:24+00:00,2025-02-18 16:04:21+00:00,,mamoodi,[],['[NO LABEL]'],0,False,763,True,2025-02
6783,chore(deps): bump the version-all group across 1 directory with 9 updates,closed,2025-02-18 14:43:14+00:00,2025-02-18 16:09:32+00:00,2025-02-18 16:09:30+00:00,2025-02-18 16:09:30+00:00,dependabot[bot],"[{'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}, {'name': 'javascript', 'color': '168700', 'description': 'Pull requests that update Javascript code'}]","['dependencies', 'javascript']",2,True,47718,False,2025-02
6782,Release 0.25.0,closed,2025-02-18 14:26:06+00:00,2025-02-19 19:30:07+00:00,2025-02-19 19:30:05+00:00,2025-02-19 19:30:05+00:00,mamoodi,[],['[NO LABEL]'],0,False,781,False,2025-02
6779,Test something - no merge,closed,2025-02-18 03:36:37+00:00,2025-02-18 13:57:00+00:00,2025-02-18 13:56:57+00:00,,mamoodi,[],['[NO LABEL]'],0,False,763,True,2025-02
6778,Update docker.py to support podman,closed,2025-02-17 23:49:05+00:00,2025-03-01 22:10:03+00:00,2025-03-01 22:10:03+00:00,2025-03-01 22:10:03+00:00,Pepsi1x1,[],['[NO LABEL]'],0,False,732,False,2025-02
6776,Test patch release - no merge,closed,2025-02-17 22:27:16+00:00,2025-02-18 13:56:22+00:00,2025-02-18 13:56:20+00:00,,mamoodi,[],['[NO LABEL]'],0,False,767,True,2025-02
6775,Patch test - No merge,closed,2025-02-17 21:47:58+00:00,2025-02-17 22:24:17+00:00,2025-02-17 22:24:13+00:00,,mamoodi,[],['[NO LABEL]'],0,False,787,True,2025-02
6774,Update OpenHands Cloud docs with correct permissions and instructions,closed,2025-02-17 20:55:10+00:00,2025-02-17 21:48:58+00:00,2025-02-17 21:48:57+00:00,2025-02-17 21:48:57+00:00,mamoodi,[],['[NO LABEL]'],0,False,836,False,2025-02
6773,Add selected branch to convo metadata,closed,2025-02-17 20:29:32+00:00,2025-02-17 22:27:15+00:00,2025-02-17 22:27:13+00:00,2025-02-17 22:27:13+00:00,malhotra5,[],['[NO LABEL]'],0,False,844,False,2025-02
6772,Upgrade llama-index,closed,2025-02-17 20:29:01+00:00,2025-02-21 01:58:37+00:00,2025-02-21 01:58:37+00:00,,enyst,[],['[NO LABEL]'],0,False,810,False,2025-02
6770,CSS Fixes,closed,2025-02-17 20:14:36+00:00,2025-02-18 12:10:10+00:00,2025-02-18 12:10:07+00:00,2025-02-18 12:10:07+00:00,tofarr,[],['[NO LABEL]'],0,False,1489,False,2025-02
6768,Fix status indicator for 'Read the contents of a file' operations,closed,2025-02-17 19:14:18+00:00,2025-03-04 14:39:53+00:00,2025-03-04 14:39:52+00:00,,xingyaoww,[],['[NO LABEL]'],0,False,1208,True,2025-02
6765,fix: disable prlimit since limiting --vm breaks nodejs,closed,2025-02-17 17:16:13+00:00,2025-02-17 17:53:03+00:00,2025-02-17 17:53:03+00:00,2025-02-17 17:53:03+00:00,xingyaoww,[],['[NO LABEL]'],0,False,1098,False,2025-02
6764,hotfix(Secrets): Add event stream filter for refreshed secret,closed,2025-02-17 15:59:07+00:00,2025-02-17 18:27:33+00:00,2025-02-17 18:27:33+00:00,2025-02-17 18:27:33+00:00,malhotra5,[],['[NO LABEL]'],0,False,966,False,2025-02
6763,Add conversation age limit configuration,closed,2025-02-17 15:58:31+00:00,2025-02-20 15:50:20+00:00,2025-02-20 15:50:17+00:00,2025-02-20 15:50:17+00:00,rbren,[],['[NO LABEL]'],0,False,917,False,2025-02
6762,chore(deps): bump the version-all group in /frontend with 4 updates,closed,2025-02-17 15:41:22+00:00,2025-02-18 14:42:46+00:00,2025-02-18 14:42:44+00:00,,dependabot[bot],"[{'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}, {'name': 'javascript', 'color': '168700', 'description': 'Pull requests that update Javascript code'}]","['dependencies', 'javascript']",2,True,21968,False,2025-02
6761,Fix caps in status message,closed,2025-02-17 15:39:30+00:00,2025-02-17 16:14:20+00:00,2025-02-17 16:14:20+00:00,2025-02-17 16:14:19+00:00,rbren,[],['[NO LABEL]'],0,False,819,False,2025-02
6759,chore(deps-dev): bump llama-index from 0.12.17 to 0.12.18 in the llama group,closed,2025-02-17 15:35:12+00:00,2025-02-18 14:59:26+00:00,2025-02-18 14:59:24+00:00,,dependabot[bot],"[{'name': 'python', 'color': '2b67c6', 'description': 'Pull requests that update Python code'}, {'name': 'dependencies', 'color': '0366d6', 'description': 'Pull requests that update a dependency file'}]","['python', 'dependencies']",2,True,8660,False,2025-02
6756,Added iterate method and additional tests for search functions,closed,2025-02-17 14:32:05+00:00,2025-02-17 15:11:17+00:00,2025-02-17 15:11:14+00:00,2025-02-17 15:11:13+00:00,tofarr,[],['[NO LABEL]'],0,False,1870,False,2025-02
6755,Improve SensitiveDataFilter and add comprehensive tests,closed,2025-02-17 14:00:35+00:00,2025-02-17 17:23:45+00:00,2025-02-17 17:23:44+00:00,2025-02-17 17:23:44+00:00,tofarr,[],['[NO LABEL]'],0,False,1803,False,2025-02
6752,fix: no interaction when clearing poetry cache,closed,2025-02-17 07:29:02+00:00,2025-02-17 11:18:27+00:00,2025-02-17 11:18:27+00:00,2025-02-17 11:18:27+00:00,arpandaze,[],['[NO LABEL]'],0,False,529,False,2025-02
6751,Save complete trajectory in presence of history truncation,closed,2025-02-17 07:06:12+00:00,2025-02-21 08:14:32+00:00,2025-02-21 08:14:30+00:00,2025-02-21 08:14:30+00:00,li-boxuan,[],['[NO LABEL]'],0,False,2024,False,2025-02
